SMILES,title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_i_glide_gscore,r_i_glide_lipo,r_i_glide_hbond,r_i_glide_metal,r_i_glide_rewards,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_erotb,r_i_glide_esite,r_i_glide_emodel,r_i_glide_energy,r_i_glide_einternal
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],"",1,Done,24.66,-2.84392,"GPX_Bacillus-subtilis",-2.84392,-0.182125,-0.495428,-0,-1.5252,-13.1454,-11.5519,1.7819,-0.0330035,-29.2533,-24.6973,10.3997
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],"",1,Done,24.66,-2.65922,"GPX_Bacillus-subtilis",-2.65922,-0.457568,-0.32,-0,-1.90996,-18.0763,-5.6622,1.7819,-0.000443845,-28.7945,-23.7385,8.11631
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],"",1,Done,24.67,-2.81723,"GPX_Bacillus-subtilis",-2.81723,-0.0336557,-0.464221,-0,-1.4339,-11.7104,-13.4985,1.7819,-0.057072,-28.7677,-25.2088,12.2125
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],"",1,Done,24.67,-2.53767,"GPX_Bacillus-subtilis",-2.53767,-0.1898,-0.370913,-0,-1.46917,-13.0764,-10.6569,1.7819,-0.037337,-28.6431,-23.7332,7.52926
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],"",1,Done,24.68,-2.82951,"GPX_Bacillus-subtilis",-2.82951,-0.208418,-0.455775,-0,-1.63451,-14.6161,-10.236,1.7819,-0.0465025,-28.589,-24.8521,11.9427
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],"",1,Done,24.68,-2.6755,"GPX_Bacillus-subtilis",-2.6755,-0.222474,-0.401166,-0,-1.64238,-14.0541,-9.74215,1.7819,-0.0273479,-28.4587,-23.7962,9.0304
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],"",1,Done,24.68,-2.50997,"GPX_Bacillus-subtilis",-2.50997,-0.121698,-0.338324,-0,-1.5379,-13.6207,-10.4674,1.7819,-0.0427987,-28.3256,-24.0881,8.74628
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],"",1,Done,24.69,-2.51446,"GPX_Bacillus-subtilis",-2.51446,-0.138117,-0.517975,-0,-1.45244,-13.849,-9.62696,1.7819,-0.0513314,-27.8081,-23.4759,8.55886
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],"",1,Done,24.69,-2.51013,"GPX_Bacillus-subtilis",-2.51013,-0.0836893,-0.468605,-0,-1.58849,-14.1126,-9.53041,1.7819,-0.0160566,-27.6177,-23.643,9.27076
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],"",1,Done,24.7,-2.81272,"GPX_Bacillus-subtilis",-2.81272,-0.330496,-0.54823,-0,-1.51509,-13.5887,-9.85328,1.7819,-0.0433828,-27.2204,-23.442,11.7319
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],"",1,Done,24.7,-2.14827,"GPX_Bacillus-subtilis",-2.14827,-0.0787287,-0.313355,-0,-1.50313,-13.4709,-8.74204,1.7819,-0.0501146,-26.7222,-22.2129,5.72035
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],"",1,Done,24.71,-2.59205,"GPX_Bacillus-subtilis",-2.59205,-0.0789927,-0.51957,-0,-1.42146,-11.8152,-11.4054,1.7819,-0.052357,-26.5091,-23.2207,11.2097
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],"",1,Done,24.71,-2.8616,"GPX_Bacillus-subtilis",-2.8616,-0.198173,-0.404418,-0,-1.50979,-13.3152,-12.1513,1.7819,-0.0426556,-26.364,-25.4666,17.5427
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],"",1,Done,24.72,-2.25359,"GPX_Bacillus-subtilis",-2.25359,-0.276425,-0.3738,-0,-1.61697,-17.4333,-5.80661,1.7819,-0.0256408,-26.2153,-23.24,9.50422
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],"",1,Done,24.72,-2.51817,"GPX_Bacillus-subtilis",-2.51817,-0.0681169,-0.387571,-0,-1.68832,-12.4917,-9.9906,1.7819,-0.0328915,-26.0293,-22.4823,10.1845
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],"",1,Done,24.72,-2.46674,"GPX_Bacillus-subtilis",-2.46674,-0.158581,-0.355367,-0,-1.6201,-12.225,-9.7705,1.7819,-0.0377699,-25.2131,-21.9955,10.4911
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],"",1,Done,24.73,-2.04177,"GPX_Bacillus-subtilis",-2.04177,-0.143239,-0.286999,-0,-1.45712,-13.1733,-8.35698,1.7819,-0.0241041,-24.3422,-21.5302,8.38714
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],"",1,Done,24.73,-1.95052,"GPX_Bacillus-subtilis",-1.95052,-0.0791289,-0.238188,-0,-1.46276,-11.9604,-8.70249,1.7819,-0.0489573,-24.3189,-20.6629,6.06802
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],"",1,Done,24.74,-2.20575,"GPX_Bacillus-subtilis",-2.20575,-0.219968,-0.417717,-0,-1.38946,-11.3957,-8.9739,1.7819,-0.0446407,-23.633,-20.3696,8.60039
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],"",1,Done,24.74,-1.91398,"GPX_Bacillus-subtilis",-1.91398,-0.101655,-0.270433,-0,-1.48308,-12.3156,-7.83746,1.7819,-0.0493189,-22.7047,-20.153,8.01886
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],"",1,Done,24.74,-2.41026,"GPX_Bacillus-subtilis",-2.41026,-0.124728,-0.505206,-0,-1.41981,-12.2684,-9.77235,1.7819,-0.0631479,-22.6448,-22.0408,15.3304
